Country,Iso3,Who region,Month Start,Month Lab,Cases,Deaths
Georgia,GEO,EURO,01/08/2024,Aug-24,0,0
Georgia,GEO,EURO,01/09/2024,Sep-24,0,0
Georgia,GEO,EURO,01/10/2024,Oct-24,0,0
Germany,DEU,EURO,01/11/2023,Nov-23,22,0
Germany,DEU,EURO,01/12/2023,Dec-23,21,0
Germany,DEU,EURO,01/01/2024,Jan-24,7,0
Germany,DEU,EURO,01/02/2024,Feb-24,9,0
Germany,DEU,EURO,01/03/2024,Mar-24,14,0
Germany,DEU,EURO,01/04/2024,Apr-24,11,0
Germany,DEU,EURO,01/05/2024,May-24,6,0
Germany,DEU,EURO,01/06/2024,Jun-24,10,0
Germany,DEU,EURO,01/07/2024,Jul-24,29,0
Germany,DEU,EURO,01/08/2024,Aug-24,23,0
Germany,DEU,EURO,01/09/2024,Sep-24,23,0
Germany,DEU,EURO,01/10/2024,Oct-24,48,0
Ghana,GHA,AFRO,01/11/2023,Nov-23,0,0
Ghana,GHA,AFRO,01/12/2023,Dec-23,0,0
Ghana,GHA,AFRO,01/01/2024,Jan-24,0,0
Ghana,GHA,AFRO,01/02/2024,Feb-24,0,0
Ghana,GHA,AFRO,01/03/2024,Mar-24,0,0
Ghana,GHA,AFRO,01/04/2024,Apr-24,0,0
Ghana,GHA,AFRO,01/05/2024,May-24,0,0
Ghana,GHA,AFRO,01/06/2024,Jun-24,0,0
Ghana,GHA,AFRO,01/07/2024,Jul-24,0,0
Ghana,GHA,AFRO,01/08/2024,Aug-24,0,0
Ghana,GHA,AFRO,01/09/2024,Sep-24,0,0
Ghana,GHA,AFRO,01/10/2024,Oct-24,2,0
Gibraltar,GIB,EURO,01/11/2023,Nov-23,0,0
Gibraltar,GIB,EURO,01/12/2023,Dec-23,0,0
Gibraltar,GIB,EURO,01/01/2024,Jan-24,0,0
Gibraltar,GIB,EURO,01/02/2024,Feb-24,0,0
Gibraltar,GIB,EURO,01/03/2024,Mar-24,0,0
Gibraltar,GIB,EURO,01/04/2024,Apr-24,0,0
Gibraltar,GIB,EURO,01/05/2024,May-24,0,0
Gibraltar,GIB,EURO,01/06/2024,Jun-24,0,0
Gibraltar,GIB,EURO,01/07/2024,Jul-24,0,0
Gibraltar,GIB,EURO,01/08/2024,Aug-24,0,0
Gibraltar,GIB,EURO,01/09/2024,Sep-24,0,0
Gibraltar,GIB,EURO,01/10/2024,Oct-24,0,0
Greece,GRC,EURO,01/11/2023,Nov-23,1,0
Greece,GRC,EURO,01/12/2023,Dec-23,0,0
Greece,GRC,EURO,01/01/2024,Jan-24,2,0
Greece,GRC,EURO,01/02/2024,Feb-24,0,0
Greece,GRC,EURO,01/03/2024,Mar-24,1,0
Greece,GRC,EURO,01/04/2024,Apr-24,6,0
Greece,GRC,EURO,01/05/2024,May-24,1,0
Greece,GRC,EURO,01/06/2024,Jun-24,0,0
Greece,GRC,EURO,01/07/2024,Jul-24,0,0
Greece,GRC,EURO,01/08/2024,Aug-24,0,0
Greece,GRC,EURO,01/09/2024,Sep-24,3,0
Greece,GRC,EURO,01/10/2024,Oct-24,0,0
Greenland,GRL,EURO,01/11/2023,Nov-23,0,0
Greenland,GRL,EURO,01/12/2023,Dec-23,0,0
Greenland,GRL,EURO,01/01/2024,Jan-24,0,0
Greenland,GRL,EURO,01/02/2024,Feb-24,0,0
Greenland,GRL,EURO,01/03/2024,Mar-24,0,0
Greenland,GRL,EURO,01/04/2024,Apr-24,0,0
Greenland,GRL,EURO,01/05/2024,May-24,0,0
Greenland,GRL,EURO,01/06/2024,Jun-24,0,0
Greenland,GRL,EURO,01/07/2024,Jul-24,0,0
Greenland,GRL,EURO,01/08/2024,Aug-24,0,0
Greenland,GRL,EURO,01/09/2024,Sep-24,0,0
Greenland,GRL,EURO,01/10/2024,Oct-24,0,0
Guadeloupe,GLP,AMRO,01/11/2023,Nov-23,0,0
Guadeloupe,GLP,AMRO,01/12/2023,Dec-23,0,0
Guadeloupe,GLP,AMRO,01/01/2024,Jan-24,0,0
Guadeloupe,GLP,AMRO,01/02/2024,Feb-24,0,0
Guadeloupe,GLP,AMRO,01/03/2024,Mar-24,0,0
Guadeloupe,GLP,AMRO,01/04/2024,Apr-24,0,0
Guadeloupe,GLP,AMRO,01/05/2024,May-24,0,0
Guadeloupe,GLP,AMRO,01/06/2024,Jun-24,0,0
Guadeloupe,GLP,AMRO,01/07/2024,Jul-24,0,0
Guadeloupe,GLP,AMRO,01/08/2024,Aug-24,0,0
Guadeloupe,GLP,AMRO,01/09/2024,Sep-24,0,0
Guadeloupe,GLP,AMRO,01/10/2024,Oct-24,0,0
Guatemala,GTM,AMRO,01/11/2023,Nov-23,0,0
Guatemala,GTM,AMRO,01/12/2023,Dec-23,0,0
Guatemala,GTM,AMRO,01/01/2024,Jan-24,1,0
Guatemala,GTM,AMRO,01/02/2024,Feb-24,0,0
Guatemala,GTM,AMRO,01/03/2024,Mar-24,0,0
Guatemala,GTM,AMRO,01/04/2024,Apr-24,0,0
Guatemala,GTM,AMRO,01/05/2024,May-24,0,0
Guatemala,GTM,AMRO,01/06/2024,Jun-24,0,0
Guatemala,GTM,AMRO,01/07/2024,Jul-24,0,0
Guatemala,GTM,AMRO,01/08/2024,Aug-24,0,0
Guatemala,GTM,AMRO,01/09/2024,Sep-24,0,0
Guatemala,GTM,AMRO,01/10/2024,Oct-24,0,0
Guinea,GIN,AFRO,01/08/2024,Aug-24,0,0
Guinea,GIN,AFRO,01/09/2024,Sep-24,1,0
Guinea,GIN,AFRO,01/10/2024,Oct-24,0,0
Guyana,GUY,AMRO,01/11/2023,Nov-23,0,0
Guyana,GUY,AMRO,01/12/2023,Dec-23,0,0
Guyana,GUY,AMRO,01/01/2024,Jan-24,0,0
Guyana,GUY,AMRO,01/02/2024,Feb-24,0,0
Guyana,GUY,AMRO,01/03/2024,Mar-24,0,0
Guyana,GUY,AMRO,01/04/2024,Apr-24,0,0
Guyana,GUY,AMRO,01/05/2024,May-24,0,0
Guyana,GUY,AMRO,01/06/2024,Jun-24,0,0
Guyana,GUY,AMRO,01/07/2024,Jul-24,0,0
Guyana,GUY,AMRO,01/08/2024,Aug-24,0,0
Guyana,GUY,AMRO,01/09/2024,Sep-24,0,0
Guyana,GUY,AMRO,01/10/2024,Oct-24,0,0
Honduras,HND,AMRO,01/11/2023,Nov-23,0,0
Honduras,HND,AMRO,01/12/2023,Dec-23,0,0
Honduras,HND,AMRO,01/01/2024,Jan-24,0,0
Honduras,HND,AMRO,01/02/2024,Feb-24,0,0
Honduras,HND,AMRO,01/03/2024,Mar-24,0,0
Honduras,HND,AMRO,01/04/2024,Apr-24,0,0
Honduras,HND,AMRO,01/05/2024,May-24,0,0
Honduras,HND,AMRO,01/06/2024,Jun-24,0,0
Honduras,HND,AMRO,01/07/2024,Jul-24,0,0
Honduras,HND,AMRO,01/08/2024,Aug-24,0,0
Honduras,HND,AMRO,01/09/2024,Sep-24,0,0
Honduras,HND,AMRO,01/10/2024,Oct-24,0,0
Hungary,HUN,EURO,01/11/2023,Nov-23,0,0
Hungary,HUN,EURO,01/12/2023,Dec-23,1,0
Hungary,HUN,EURO,01/01/2024,Jan-24,1,0
Hungary,HUN,EURO,01/02/2024,Feb-24,0,0
Hungary,HUN,EURO,01/03/2024,Mar-24,0,0
Hungary,HUN,EURO,01/04/2024,Apr-24,0,0
Hungary,HUN,EURO,01/05/2024,May-24,0,0
Hungary,HUN,EURO,01/06/2024,Jun-24,2,0
Hungary,HUN,EURO,01/07/2024,Jul-24,0,0
Hungary,HUN,EURO,01/08/2024,Aug-24,0,0
Hungary,HUN,EURO,01/09/2024,Sep-24,0,0
Hungary,HUN,EURO,01/10/2024,Oct-24,0,0
Iceland,ISL,EURO,01/11/2023,Nov-23,0,0
Iceland,ISL,EURO,01/12/2023,Dec-23,0,0
Iceland,ISL,EURO,01/01/2024,Jan-24,0,0
Iceland,ISL,EURO,01/02/2024,Feb-24,0,0
Iceland,ISL,EURO,01/03/2024,Mar-24,0,0
Iceland,ISL,EURO,01/04/2024,Apr-24,0,0
Iceland,ISL,EURO,01/05/2024,May-24,0,0
Iceland,ISL,EURO,01/06/2024,Jun-24,0,0
Iceland,ISL,EURO,01/07/2024,Jul-24,0,0
Iceland,ISL,EURO,01/08/2024,Aug-24,0,0
Iceland,ISL,EURO,01/09/2024,Sep-24,0,0
Iceland,ISL,EURO,01/10/2024,Oct-24,0,0
India,IND,SEARO,01/11/2023,Nov-23,0,0
India,IND,SEARO,01/12/2023,Dec-23,0,0
India,IND,SEARO,01/01/2024,Jan-24,0,0
India,IND,SEARO,01/02/2024,Feb-24,0,0
India,IND,SEARO,01/03/2024,Mar-24,0,0
India,IND,SEARO,01/04/2024,Apr-24,0,0
India,IND,SEARO,01/05/2024,May-24,0,0
India,IND,SEARO,01/06/2024,Jun-24,0,0
India,IND,SEARO,01/07/2024,Jul-24,0,0
India,IND,SEARO,01/08/2024,Aug-24,3,0
India,IND,SEARO,01/09/2024,Sep-24,3,0
India,IND,SEARO,01/10/2024,Oct-24,0,0
Indonesia,IDN,SEARO,01/11/2023,Nov-23,30,0
Indonesia,IDN,SEARO,01/12/2023,Dec-23,13,0
Indonesia,IDN,SEARO,01/01/2024,Jan-24,7,0
Indonesia,IDN,SEARO,01/02/2024,Feb-24,4,0
Indonesia,IDN,SEARO,01/03/2024,Mar-24,0,0
Indonesia,IDN,SEARO,01/04/2024,Apr-24,2,0
Indonesia,IDN,SEARO,01/05/2024,May-24,1,0
Indonesia,IDN,SEARO,01/06/2024,Jun-24,1,0
Indonesia,IDN,SEARO,01/07/2024,Jul-24,0,0
Indonesia,IDN,SEARO,01/08/2024,Aug-24,0,0
Indonesia,IDN,SEARO,01/09/2024,Sep-24,0,0
Indonesia,IDN,SEARO,01/10/2024,Oct-24,0,0
Ireland,IRL,EURO,01/11/2023,Nov-23,2,0
Ireland,IRL,EURO,01/12/2023,Dec-23,0,0
Ireland,IRL,EURO,01/01/2024,Jan-24,0,0
Ireland,IRL,EURO,01/02/2024,Feb-24,1,0
Ireland,IRL,EURO,01/03/2024,Mar-24,0,0
Ireland,IRL,EURO,01/04/2024,Apr-24,1,0
Ireland,IRL,EURO,01/05/2024,May-24,1,0
Ireland,IRL,EURO,01/06/2024,Jun-24,2,0
Ireland,IRL,EURO,01/07/2024,Jul-24,0,0
Ireland,IRL,EURO,01/08/2024,Aug-24,1,0
Ireland,IRL,EURO,01/09/2024,Sep-24,3,0
Ireland,IRL,EURO,01/10/2024,Oct-24,8,0
Israel,ISR,EURO,01/11/2023,Nov-23,0,0
Israel,ISR,EURO,01/12/2023,Dec-23,13,0
Israel,ISR,EURO,01/01/2024,Jan-24,0,0
Israel,ISR,EURO,01/02/2024,Feb-24,18,0
Israel,ISR,EURO,01/03/2024,Mar-24,0,0
Israel,ISR,EURO,01/04/2024,Apr-24,1,0
Israel,ISR,EURO,01/05/2024,May-24,18,0
Israel,ISR,EURO,01/06/2024,Jun-24,2,0
Israel,ISR,EURO,01/07/2024,Jul-24,3,0
Israel,ISR,EURO,01/08/2024,Aug-24,4,0
Israel,ISR,EURO,01/09/2024,Sep-24,4,0
Israel,ISR,EURO,01/10/2024,Oct-24,0,0
Italy,ITA,EURO,01/11/2023,Nov-23,6,0
Italy,ITA,EURO,01/12/2023,Dec-23,17,0
Italy,ITA,EURO,01/01/2024,Jan-24,26,0
Italy,ITA,EURO,01/02/2024,Feb-24,13,0
Italy,ITA,EURO,01/03/2024,Mar-24,14,0
Italy,ITA,EURO,01/04/2024,Apr-24,1,0
Italy,ITA,EURO,01/05/2024,May-24,4,0
Italy,ITA,EURO,01/06/2024,Jun-24,2,0
Italy,ITA,EURO,01/07/2024,Jul-24,7,0
Italy,ITA,EURO,01/08/2024,Aug-24,1,0
Italy,ITA,EURO,01/09/2024,Sep-24,5,0
Italy,ITA,EURO,01/10/2024,Oct-24,10,0
Jamaica,JAM,AMRO,01/11/2023,Nov-23,0,0
Jamaica,JAM,AMRO,01/12/2023,Dec-23,0,0
Jamaica,JAM,AMRO,01/01/2024,Jan-24,0,0
Jamaica,JAM,AMRO,01/02/2024,Feb-24,0,0
Jamaica,JAM,AMRO,01/03/2024,Mar-24,0,0
Jamaica,JAM,AMRO,01/04/2024,Apr-24,0,0
Jamaica,JAM,AMRO,01/05/2024,May-24,0,0
Jamaica,JAM,AMRO,01/06/2024,Jun-24,0,0
Jamaica,JAM,AMRO,01/07/2024,Jul-24,0,0
Jamaica,JAM,AMRO,01/08/2024,Aug-24,0,0
Jamaica,JAM,AMRO,01/09/2024,Sep-24,0,0
Jamaica,JAM,AMRO,01/10/2024,Oct-24,0,0
Japan,JPN,WPRO,01/11/2023,Nov-23,12,0
Japan,JPN,WPRO,01/12/2023,Dec-23,7,1
Japan,JPN,WPRO,01/01/2024,Jan-24,2,0
Japan,JPN,WPRO,01/02/2024,Feb-24,6,0
Japan,JPN,WPRO,01/03/2024,Mar-24,2,0
Japan,JPN,WPRO,01/04/2024,Apr-24,3,0
Japan,JPN,WPRO,01/05/2024,May-24,2,0
Japan,JPN,WPRO,01/08/2024,Aug-24,1,0
Japan,JPN,WPRO,01/10/2024,Oct-24,3,0
Jordan,JOR,EMRO,01/09/2024,Sep-24,1,0
Kenya,KEN,AFRO,01/07/2024,Jul-24,1,0
Kenya,KEN,AFRO,01/08/2024,Aug-24,1,0
Kenya,KEN,AFRO,01/09/2024,Sep-24,6,0
Kenya,KEN,AFRO,01/10/2024,Oct-24,6,1
Latvia,LVA,EURO,01/11/2023,Nov-23,0,0
Latvia,LVA,EURO,01/12/2023,Dec-23,0,0
Latvia,LVA,EURO,01/01/2024,Jan-24,0,0
Latvia,LVA,EURO,01/02/2024,Feb-24,0,0
Latvia,LVA,EURO,01/03/2024,Mar-24,0,0
Latvia,LVA,EURO,01/04/2024,Apr-24,0,0
Latvia,LVA,EURO,01/05/2024,May-24,0,0
Latvia,LVA,EURO,01/06/2024,Jun-24,0,0
Latvia,LVA,EURO,01/07/2024,Jul-24,0,0
Latvia,LVA,EURO,01/08/2024,Aug-24,0,0
Latvia,LVA,EURO,01/09/2024,Sep-24,0,0
Latvia,LVA,EURO,01/10/2024,Oct-24,0,0
Liberia,LBR,AFRO,01/11/2023,Nov-23,3,0
Liberia,LBR,AFRO,01/12/2023,Dec-23,2,0
Liberia,LBR,AFRO,01/01/2024,Jan-24,1,0
Liberia,LBR,AFRO,01/02/2024,Feb-24,2,0
Liberia,LBR,AFRO,01/03/2024,Mar-24,2,0
Liberia,LBR,AFRO,01/04/2024,Apr-24,0,0
Liberia,LBR,AFRO,01/05/2024,May-24,0,0
Liberia,LBR,AFRO,01/06/2024,Jun-24,0,0
Liberia,LBR,AFRO,01/07/2024,Jul-24,0,0
Liberia,LBR,AFRO,01/08/2024,Aug-24,1,0
Liberia,LBR,AFRO,01/09/2024,Sep-24,8,0
Liberia,LBR,AFRO,01/10/2024,Oct-24,6,0
Lithuania,LTU,EURO,01/11/2023,Nov-23,0,0
Lithuania,LTU,EURO,01/12/2023,Dec-23,0,0
Lithuania,LTU,EURO,01/01/2024,Jan-24,0,0
Lithuania,LTU,EURO,01/02/2024,Feb-24,0,0
Lithuania,LTU,EURO,01/03/2024,Mar-24,0,0
Lithuania,LTU,EURO,01/04/2024,Apr-24,0,0
Lithuania,LTU,EURO,01/05/2024,May-24,0,0
Lithuania,LTU,EURO,01/06/2024,Jun-24,0,0
Lithuania,LTU,EURO,01/07/2024,Jul-24,0,0
Lithuania,LTU,EURO,01/08/2024,Aug-24,0,0
Lithuania,LTU,EURO,01/09/2024,Sep-24,1,0
Lithuania,LTU,EURO,01/10/2024,Oct-24,0,0
Luxembourg,LUX,EURO,01/11/2023,Nov-23,0,0
Luxembourg,LUX,EURO,01/12/2023,Dec-23,0,0
Luxembourg,LUX,EURO,01/01/2024,Jan-24,0,0
Luxembourg,LUX,EURO,01/02/2024,Feb-24,1,0
Luxembourg,LUX,EURO,01/03/2024,Mar-24,0,0
Luxembourg,LUX,EURO,01/04/2024,Apr-24,0,0
Luxembourg,LUX,EURO,01/05/2024,May-24,0,0
Luxembourg,LUX,EURO,01/06/2024,Jun-24,0,0
Luxembourg,LUX,EURO,01/07/2024,Jul-24,0,0
Luxembourg,LUX,EURO,01/08/2024,Aug-24,0,0
Luxembourg,LUX,EURO,01/09/2024,Sep-24,0,0
Luxembourg,LUX,EURO,01/10/2024,Oct-24,1,0
Malaysia,MYS,WPRO,01/11/2023,Nov-23,5,0
Malaysia,MYS,WPRO,01/09/2024,Sep-24,1,0
Malta,MLT,EURO,01/11/2023,Nov-23,0,0
Malta,MLT,EURO,01/12/2023,Dec-23,0,0
Malta,MLT,EURO,01/01/2024,Jan-24,0,0
Malta,MLT,EURO,01/02/2024,Feb-24,0,0
Malta,MLT,EURO,01/03/2024,Mar-24,0,0
Malta,MLT,EURO,01/04/2024,Apr-24,0,0
Malta,MLT,EURO,01/05/2024,May-24,0,0
Malta,MLT,EURO,01/06/2024,Jun-24,0,0
Malta,MLT,EURO,01/07/2024,Jul-24,0,0
Malta,MLT,EURO,01/08/2024,Aug-24,2,0
Malta,MLT,EURO,01/09/2024,Sep-24,0,0
Malta,MLT,EURO,01/10/2024,Oct-24,1,0
Martinique,MTQ,AMRO,01/11/2023,Nov-23,0,0
Martinique,MTQ,AMRO,01/12/2023,Dec-23,0,0
Martinique,MTQ,AMRO,01/01/2024,Jan-24,0,0
Martinique,MTQ,AMRO,01/02/2024,Feb-24,0,0
Martinique,MTQ,AMRO,01/03/2024,Mar-24,0,0
Martinique,MTQ,AMRO,01/04/2024,Apr-24,0,0
Martinique,MTQ,AMRO,01/05/2024,May-24,0,0
Martinique,MTQ,AMRO,01/06/2024,Jun-24,0,0
Martinique,MTQ,AMRO,01/07/2024,Jul-24,0,0
Martinique,MTQ,AMRO,01/08/2024,Aug-24,0,0
Martinique,MTQ,AMRO,01/09/2024,Sep-24,0,0
Martinique,MTQ,AMRO,01/10/2024,Oct-24,0,0
Mauritius,MUS,AFRO,01/10/2024,Oct-24,1,0
Mexico,MEX,AMRO,01/11/2023,Nov-23,9,0
Mexico,MEX,AMRO,01/12/2023,Dec-23,0,0
Mexico,MEX,AMRO,01/01/2024,Jan-24,4,0
Mexico,MEX,AMRO,01/02/2024,Feb-24,1,0
Mexico,MEX,AMRO,01/03/2024,Mar-24,4,0
Mexico,MEX,AMRO,01/04/2024,Apr-24,9,0
Mexico,MEX,AMRO,01/05/2024,May-24,17,0
Mexico,MEX,AMRO,01/06/2024,Jun-24,11,0
Mexico,MEX,AMRO,01/07/2024,Jul-24,8,1
Mexico,MEX,AMRO,01/08/2024,Aug-24,31,0
Mexico,MEX,AMRO,01/09/2024,Sep-24,17,0
Mexico,MEX,AMRO,01/10/2024,Oct-24,3,0
Monaco,MCO,EURO,01/11/2023,Nov-23,0,0
Monaco,MCO,EURO,01/12/2023,Dec-23,0,0
Monaco,MCO,EURO,01/01/2024,Jan-24,0,0
Monaco,MCO,EURO,01/02/2024,Feb-24,0,0
Monaco,MCO,EURO,01/03/2024,Mar-24,0,0
Monaco,MCO,EURO,01/04/2024,Apr-24,0,0
Monaco,MCO,EURO,01/05/2024,May-24,0,0
Monaco,MCO,EURO,01/06/2024,Jun-24,0,0
Monaco,MCO,EURO,01/07/2024,Jul-24,0,0
Monaco,MCO,EURO,01/08/2024,Aug-24,0,0
Monaco,MCO,EURO,01/09/2024,Sep-24,0,0
Monaco,MCO,EURO,01/10/2024,Oct-24,0,0
Montenegro,MNE,EURO,01/11/2023,Nov-23,0,0
Montenegro,MNE,EURO,01/12/2023,Dec-23,0,0
Montenegro,MNE,EURO,01/01/2024,Jan-24,0,0
Montenegro,MNE,EURO,01/02/2024,Feb-24,0,0
Montenegro,MNE,EURO,01/03/2024,Mar-24,0,0
Montenegro,MNE,EURO,01/04/2024,Apr-24,0,0
Montenegro,MNE,EURO,01/05/2024,May-24,0,0
Montenegro,MNE,EURO,01/06/2024,Jun-24,0,0
Montenegro,MNE,EURO,01/07/2024,Jul-24,0,0
Montenegro,MNE,EURO,01/08/2024,Aug-24,0,0
Montenegro,MNE,EURO,01/09/2024,Sep-24,0,0
Montenegro,MNE,EURO,01/10/2024,Oct-24,0,0
Morocco,MAR,EMRO,01/03/2024,Mar-24,1,0
Morocco,MAR,EMRO,01/09/2024,Sep-24,1,0
Morocco,MAR,EMRO,01/10/2024,Oct-24,1,0
Mozambique,MOZ,AFRO,01/11/2023,Nov-23,0,0
Mozambique,MOZ,AFRO,01/12/2023,Dec-23,0,0
Mozambique,MOZ,AFRO,01/01/2024,Jan-24,0,0
Mozambique,MOZ,AFRO,01/02/2024,Feb-24,0,0
Mozambique,MOZ,AFRO,01/03/2024,Mar-24,0,0
Mozambique,MOZ,AFRO,01/04/2024,Apr-24,0,0
Mozambique,MOZ,AFRO,01/05/2024,May-24,0,0
Mozambique,MOZ,AFRO,01/06/2024,Jun-24,0,0
Mozambique,MOZ,AFRO,01/07/2024,Jul-24,0,0
Mozambique,MOZ,AFRO,01/08/2024,Aug-24,0,0
Mozambique,MOZ,AFRO,01/09/2024,Sep-24,0,0
Mozambique,MOZ,AFRO,01/10/2024,Oct-24,0,0
Nepal,NPL,SEARO,01/11/2023,Nov-23,0,0
Nepal,NPL,SEARO,01/12/2023,Dec-23,0,0
Nepal,NPL,SEARO,01/01/2024,Jan-24,0,0
Nepal,NPL,SEARO,01/02/2024,Feb-24,0,0
Nepal,NPL,SEARO,01/03/2024,Mar-24,0,0
Nepal,NPL,SEARO,01/04/2024,Apr-24,0,0
Nepal,NPL,SEARO,01/05/2024,May-24,0,0
Nepal,NPL,SEARO,01/06/2024,Jun-24,0,0
Nepal,NPL,SEARO,01/07/2024,Jul-24,0,0
Nepal,NPL,SEARO,01/08/2024,Aug-24,0,0
Nepal,NPL,SEARO,01/09/2024,Sep-24,0,0
Nepal,NPL,SEARO,01/10/2024,Oct-24,0,0
Netherlands,NLD,EURO,01/11/2023,Nov-23,7,0
Netherlands,NLD,EURO,01/12/2023,Dec-23,2,0
Netherlands,NLD,EURO,01/01/2024,Jan-24,5,0
Netherlands,NLD,EURO,01/02/2024,Feb-24,7,0
Netherlands,NLD,EURO,01/03/2024,Mar-24,0,0
Netherlands,NLD,EURO,01/04/2024,Apr-24,2,0
Netherlands,NLD,EURO,01/05/2024,May-24,1,0
Netherlands,NLD,EURO,01/06/2024,Jun-24,2,0
Netherlands,NLD,EURO,01/07/2024,Jul-24,4,0
Netherlands,NLD,EURO,01/08/2024,Aug-24,19,0
Netherlands,NLD,EURO,01/09/2024,Sep-24,22,0
Netherlands,NLD,EURO,01/10/2024,Oct-24,25,0
New Zealand,NZL,WPRO,01/01/2024,Jan-24,8,0
New Zealand,NZL,WPRO,01/05/2024,May-24,1,0
New Zealand,NZL,WPRO,01/07/2024,Jul-24,2,0
New Zealand,NZL,WPRO,01/10/2024,Oct-24,12,0
Nigeria,NGA,AFRO,01/11/2023,Nov-23,9,0
Nigeria,NGA,AFRO,01/12/2023,Dec-23,6,0
Nigeria,NGA,AFRO,01/01/2024,Jan-24,2,0
Nigeria,NGA,AFRO,01/02/2024,Feb-24,4,0
Nigeria,NGA,AFRO,01/03/2024,Mar-24,12,0
Nigeria,NGA,AFRO,01/04/2024,Apr-24,4,0
Nigeria,NGA,AFRO,01/05/2024,May-24,4,0
Nigeria,NGA,AFRO,01/06/2024,Jun-24,8,0
Nigeria,NGA,AFRO,01/07/2024,Jul-24,4,0
Nigeria,NGA,AFRO,01/08/2024,Aug-24,12,0
Nigeria,NGA,AFRO,01/09/2024,Sep-24,38,0
Nigeria,NGA,AFRO,01/10/2024,Oct-24,30,0
Norway,NOR,EURO,01/11/2023,Nov-23,2,0
Norway,NOR,EURO,01/12/2023,Dec-23,0,0
Norway,NOR,EURO,01/01/2024,Jan-24,1,0
Norway,NOR,EURO,01/02/2024,Feb-24,0,0
Norway,NOR,EURO,01/03/2024,Mar-24,0,0
Norway,NOR,EURO,01/04/2024,Apr-24,1,0
Norway,NOR,EURO,01/05/2024,May-24,0,0
Norway,NOR,EURO,01/06/2024,Jun-24,0,0
Norway,NOR,EURO,01/07/2024,Jul-24,1,0
Norway,NOR,EURO,01/08/2024,Aug-24,2,0
Norway,NOR,EURO,01/09/2024,Sep-24,0,0
Norway,NOR,EURO,01/10/2024,Oct-24,7,0
Oman,OMN,EMRO,01/10/2024,Oct-24,1,0
Pakistan,PAK,EMRO,01/12/2023,Dec-23,1,1
Pakistan,PAK,EMRO,01/01/2024,Jan-24,1,0
Pakistan,PAK,EMRO,01/08/2024,Aug-24,1,0
Panama,PAN,AMRO,01/11/2023,Nov-23,0,0
Panama,PAN,AMRO,01/12/2023,Dec-23,0,0
Panama,PAN,AMRO,01/01/2024,Jan-24,1,0
Panama,PAN,AMRO,01/02/2024,Feb-24,1,0
Panama,PAN,AMRO,01/03/2024,Mar-24,0,0
Panama,PAN,AMRO,01/04/2024,Apr-24,0,0
Panama,PAN,AMRO,01/05/2024,May-24,0,0
Panama,PAN,AMRO,01/06/2024,Jun-24,1,0
Panama,PAN,AMRO,01/07/2024,Jul-24,1,0
Panama,PAN,AMRO,01/08/2024,Aug-24,0,0
Panama,PAN,AMRO,01/09/2024,Sep-24,1,0
Panama,PAN,AMRO,01/10/2024,Oct-24,0,0
Paraguay,PRY,AMRO,01/11/2023,Nov-23,0,0
Paraguay,PRY,AMRO,01/12/2023,Dec-23,0,0
Paraguay,PRY,AMRO,01/01/2024,Jan-24,0,0
Paraguay,PRY,AMRO,01/02/2024,Feb-24,0,0
Paraguay,PRY,AMRO,01/03/2024,Mar-24,0,0
Paraguay,PRY,AMRO,01/04/2024,Apr-24,0,0
Paraguay,PRY,AMRO,01/05/2024,May-24,0,0
Paraguay,PRY,AMRO,01/06/2024,Jun-24,0,0
Paraguay,PRY,AMRO,01/07/2024,Jul-24,0,0
Paraguay,PRY,AMRO,01/08/2024,Aug-24,0,0
Paraguay,PRY,AMRO,01/09/2024,Sep-24,0,0
Paraguay,PRY,AMRO,01/10/2024,Oct-24,0,0
Peru,PER,AMRO,01/11/2023,Nov-23,10,0
Peru,PER,AMRO,01/12/2023,Dec-23,6,0
Peru,PER,AMRO,01/01/2024,Jan-24,8,1
Peru,PER,AMRO,01/02/2024,Feb-24,10,0
Peru,PER,AMRO,01/03/2024,Mar-24,14,1
Peru,PER,AMRO,01/04/2024,Apr-24,14,0
Peru,PER,AMRO,01/05/2024,May-24,11,0
Peru,PER,AMRO,01/06/2024,Jun-24,9,0
Peru,PER,AMRO,01/07/2024,Jul-24,17,0
Peru,PER,AMRO,01/08/2024,Aug-24,3,0
Peru,PER,AMRO,01/09/2024,Sep-24,3,0
Peru,PER,AMRO,01/10/2024,Oct-24,1,0
Philippines,PHL,WPRO,01/12/2023,Dec-23,4,0
Philippines,PHL,WPRO,01/08/2024,Aug-24,5,0
Philippines,PHL,WPRO,01/09/2024,Sep-24,18,0
Poland,POL,EURO,01/11/2023,Nov-23,0,0
Poland,POL,EURO,01/12/2023,Dec-23,0,0
Poland,POL,EURO,01/01/2024,Jan-24,3,0
Poland,POL,EURO,01/02/2024,Feb-24,0,0
Poland,POL,EURO,01/03/2024,Mar-24,1,0
Poland,POL,EURO,01/04/2024,Apr-24,0,0
Poland,POL,EURO,01/05/2024,May-24,2,0
Poland,POL,EURO,01/06/2024,Jun-24,0,0
Poland,POL,EURO,01/07/2024,Jul-24,0,0
Poland,POL,EURO,01/08/2024,Aug-24,2,0
Poland,POL,EURO,01/09/2024,Sep-24,0,0
Poland,POL,EURO,01/10/2024,Oct-24,0,0
Portugal,PRT,EURO,01/11/2023,Nov-23,28,0
Portugal,PRT,EURO,01/12/2023,Dec-23,0,0
